sku,inventory_units_on_hand,projected_average_monthly_demand,months_of_inventory_coverage,on_hand_stock_value,annual_demand
58772.0459,8,36.40,0.22,48.02,436.80
61599.13697,7,32.40,0.22,45.40,388.80
65445.767,14,63.00,0.22,112.04,756.00
6729.404205,2,9.00,0.22,24.57,108.00
70857.37247,10,46.40,0.22,242.70,556.80
71993.10907,4,18.00,0.22,1154.87,216.00
72831.12371,32,145.00,0.22,206.70,1740.00
77925.24545,40,185.00,0.22,1648.49,2220.00
83005.11665,6017,27399.60,0.22,33597.36,328795.20
85525.70369,13658,61347.60,0.22,80378.50,736171.20
86385.28281,218,990.00,0.22,4422.40,11880.00
94452.9786,335,1548.80,0.22,3909.57,18585.60
10194.79322,34,162.00,0.21,1181.51,1944.00
15253.35954,173,818.40,0.21,3928.20,9820.80
16008.34214,9519,44532.40,0.21,225666.09,534388.80
16643.79319,13,61.20,0.21,76.66,734.40
18962.5671,126,604.80,0.21,1120.12,7257.60
2394.595154,379,1840.00,0.21,3982.29,22080.00
28756.86246,53,249.20,0.21,1064.05,2990.40
35617.26411,3336,15668.40,0.21,149293.10,188020.80
37057.50135,49,234.00,0.21,15885.80,2808.00
44090.41583,3200,15510.00,0.21,39594.31,186120.00
50262.8849,86,409.20,0.21,1491.86,4910.40
57244.61443,3,14.00,0.21,566.32,168.00
59027.20799,12,57.20,0.21,296.37,686.40
65391.11999,436,2112.00,0.21,2486.00,25344.00
70461.63002,50,233.20,0.21,327.99,2798.40
70982.74714,132,624.80,0.21,1396.74,7497.60
86267.46835,10,46.80,0.21,71.46,561.60
89669.53586,246,1195.20,0.21,1768.65,14342.40
93176.32465,563,2730.00,0.21,10480.79,32760.00
33231.01826,29,147.60,0.20,293.37,1771.20
38791.91313,500,2555.20,0.20,2856.41,30662.40
41308.8366,59,291.60,0.20,958.95,3499.20
47556.58701,3,15.00,0.20,308.32,180.00
4773.702864,136,688.80,0.20,946.13,8265.60
47951.68833,1795,8961.00,0.20,46210.46,107532.00
5409.530584,135,669.60,0.20,2440.10,8035.20
62403.27701,29,147.60,0.20,1159.47,1771.20
64747.20442,41,205.00,0.20,25017.47,2460.00
67616.65104,4,20.40,0.20,275.69,244.80
76184.56936,8,40.80,0.20,99.90,489.60
8120.820974,345,1746.80,0.20,3189.03,20961.60
97465.78026,37,184.80,0.20,457.38,2217.60
11938.60819,2993,15638.40,0.19,91059.93,187660.80
13433.72832,4,20.80,0.19,22.76,249.60
14287.91251,13,70.00,0.19,68.25,840.00
14400.80689,57,303.60,0.19,458.56,3643.20
18112.22332,4093,21285.00,0.19,29621.55,255420.00
18495.56854,2,10.80,0.19,26.10,129.60
29459.79577,55,291.60,0.19,1014.03,3499.20
36637.88988,6,31.20,0.19,41.02,374.40
40586.17221,6510,33390.00,0.19,89260.97,400680.00
44205.04411,74,391.60,0.19,571.14,4699.20
44607.35256,287,1478.40,0.19,40432.19,17740.80
4947.666398,252,1337.60,0.19,1445.87,16051.20
51278.72571,4,21.60,0.19,45.74,259.20
63660.10815,205,1075.00,0.19,1433.09,12900.00
66926.05819,294,1520.00,0.19,4375.97,18240.00
72973.15103,4,21.60,0.19,26.89,259.20
76289.42711,74,381.60,0.19,1004.26,4579.20
77808.02707,65,341.60,0.19,1514.64,4099.20
79805.55301,17,90.00,0.19,174.65,1080.00
84269.57277,6,32.40,0.19,56.80,388.80
95636.9494,133,691.60,0.19,824.42,8299.20
12609.24309,28,159.00,0.18,1034.12,1908.00
14203.87101,446,2525.60,0.18,11750.65,30307.20
22916.56386,1858,10479.00,0.18,47239.85,125748.00
26415.88208,76,422.40,0.18,1039.01,5068.80
30805.18253,1203,6610.00,0.18,7702.45,79320.00
37521.04229,8,45.00,0.18,173.13,540.00
63307.53543,72,408.80,0.18,1135.83,4905.60
67602.561,56,318.00,0.18,772.72,3816.00
68005.84706,721,4075.20,0.18,4771.89,48902.40
81266.55764,4,22.00,0.18,25.66,264.00
89374.89194,38,215.60,0.18,270.00,2587.20
94413.99111,4,22.00,0.18,81.05,264.00
98378.27555,17,92.40,0.18,122.91,1108.80
13514.24028,1,6.00,0.17,76.98,72.00
14522.11341,13,74.80,0.17,97.67,897.60
17918.84121,2,12.00,0.17,1484.21,144.00
18407.77463,10,58.80,0.17,89.63,705.60
23114.85959,223,1302.40,0.17,1120.49,15628.80
31118.55338,6,34.80,0.17,32.07,417.60
31911.81543,3,18.00,0.17,44.07,216.00
34296.63758,15,90.00,0.17,153.97,1080.00
35565.33108,840,4993.20,0.17,4450.71,59918.40
38508.48056,2,12.00,0.17,37.70,144.00
38731.46507,3,18.00,0.17,34.19,216.00
39358.36771,2,12.00,0.17,12.17,144.00
41592.17978,1,6.00,0.17,67.87,72.00
48497.52952,19,114.80,0.17,1038.71,1377.60
48521.12752,1,6.00,0.17,116.79,72.00
56881.87625,56,330.00,0.17,469.76,3960.00
620.6222247,3,18.00,0.17,26.04,216.00
62360.0844,703,4144.80,0.17,14047.64,49737.60
7120.092627,3,18.00,0.17,17.25,216.00
73648.21102,2,12.00,0.17,35.72,144.00
73887.80966,602,3540.00,0.17,4264.21,42480.00
75977.31324,1,6.00,0.17,39.63,72.00
76461.28919,45,268.40,0.17,1350.99,3220.80
78905.07537,10,58.80,0.17,88.25,705.60
80417.46676,21,127.20,0.17,253.16,1526.40
82248.32662,4,23.20,0.17,3945.17,278.40
84047.34263,10,57.20,0.17,69.38,686.40
85486.23537,1,6.00,0.17,11.90,72.00
89546.99097,259,1526.40,0.17,7874.21,18316.80
91775.97226,1,6.00,0.17,39.09,72.00
91854.0598,2,12.00,0.17,270.80,144.00
96362.12156,172,1041.60,0.17,1713.18,12499.20
96559.89403,1,6.00,0.17,19.65,72.00
97384.75969,12,70.00,0.17,106.00,840.00
12512.44766,533,3273.60,0.16,4044.95,39283.20
17003.45786,4,25.00,0.16,30.65,300.00
2080.125369,15,92.40,0.16,144.45,1108.80
27512.51028,4,25.20,0.16,34.91,302.40
31119.19079,579,3647.60,0.16,4385.89,43771.20
35927.35771,794,4866.40,0.16,5501.51,58396.80
43037.22453,4,25.20,0.16,36.75,302.40
59302.89808,204,1262.80,0.16,1314.91,15153.60
63410.09885,29,183.00,0.16,3027.67,2196.00
63934.82728,49,306.00,0.16,387.46,3672.00
68318.78866,29,182.00,0.16,259.25,2184.00
7345.440177,23,145.20,0.16,802.37,1742.40
7788.562856,10,63.00,0.16,159.43,756.00
88578.74314,145,883.20,0.16,855.55,10598.40
89743.47696,4,25.20,0.16,97.78,302.40
90924.36709,131,810.00,0.16,1284.88,9720.00
93034.15064,32,198.00,0.16,2381.53,2376.00
95060.09803,481,3085.20,0.16,8031.64,37022.40
9568.790692,179,1096.80,0.16,1310.58,13161.60
9888.345393,20,126.00,0.16,170.02,1512.00
16165.94128,276,1817.20,0.15,2240.64,21806.40
18223.462,4,27.00,0.15,20.59,324.00
18282.02917,4,27.00,0.15,39.26,324.00
19447.59679,8,52.20,0.15,735.04,626.40
24990.97608,7,46.80,0.15,202.46,561.60
29642.6408,56,372.60,0.15,1215.24,4471.20
29651.51183,5,32.40,0.15,265.54,388.80
36904.67378,26,176.40,0.15,133.50,2116.80
41010.12339,201,1360.80,0.15,1129.53,16329.60
42687.20778,20,132.00,0.15,1238.13,1584.00
51679.80795,18,122.40,0.15,240.90,1468.80
53642.5735,3467,22818.40,0.15,37631.75,273820.80
59822.64397,8,54.40,0.15,101.32,652.80
64596.80984,2623,17665.20,0.15,16631.92,211982.40
65498.0716,4,27.20,0.15,183.03,326.40
71829.76937,2894,19656.00,0.15,48070.34,235872.00
80866.55668,6,39.00,0.15,49.19,468.00
81228.37722,604,3968.80,0.15,21371.86,47625.60
93675.6505,8,54.40,0.15,113.33,652.80
99691.56817,8809,59721.20,0.15,62109.29,716654.40
19252.2782,21,147.60,0.14,2332.60,1771.20
19715.918,3,22.00,0.14,81.67,264.00
19739.63902,3,22.00,0.14,64.12,264.00
24295.59651,13,90.00,0.14,402.36,1080.00
2890.793752,6,44.40,0.14,431.29,532.80
4089.249082,2,14.00,0.14,56.95,168.00
42518.77956,668,4895.00,0.14,5762.79,58740.00
43497.30661,19,136.80,0.14,224.70,1641.60
44410.82251,1135,8032.80,0.14,37132.24,96393.60
47774.47444,5,36.40,0.14,81.59,436.80
5477.944621,13,92.40,0.14,351.28,1108.80
57529.21552,39,274.40,0.14,1199.53,3292.80
61807.91734,2,14.00,0.14,53.21,168.00
63005.95015,105,756.80,0.14,1503.67,9081.60
76441.54962,188,1315.00,0.14,1257.13,15780.00
76649.33972,5,36.40,0.14,32.23,436.80
79018.36345,8,57.20,0.14,51.27,686.40
88579.59732,603,4416.00,0.14,4332.75,52992.00
89304.32349,4,28.80,0.14,44.04,345.60
94901.17871,2,14.40,0.14,294.66,172.80
10047.9373,133,1015.00,0.13,987.85,12180.00
13083.50333,10,75.00,0.13,70.29,900.00
19941.46742,65,496.80,0.13,552.90,5961.60
21391.12157,88,695.20,0.13,1091.70,8342.40
22636.42443,1,8.00,0.13,309.93,96.00
23375.12566,2,15.00,0.13,80.40,180.00
25048.87383,2338,18535.00,0.13,16090.94,222420.00
27235.48519,5,39.00,0.13,88.82,468.00
29174.32198,1,8.00,0.13,38.30,96.00
29408.85344,15,118.80,0.13,442.41,1425.60
30292.65585,2,15.00,0.13,10.19,180.00
30492.923,23,182.00,0.13,219.35,2184.00
3131.117452,16,118.80,0.13,151.13,1425.60
34368.34819,10,74.80,0.13,93.79,897.60
36272.20584,63816,505529.20,0.13,334335.46,6066350.40
36888.23023,1,8.00,0.13,34.92,96.00
44289.2047,42,321.60,0.13,521.11,3859.20
44624.30577,35,260.40,0.13,272.54,3124.80
55482.66358,2,15.00,0.13,132.57,180.00
60386.38837,25,195.20,0.13,2380.10,2342.40
64312.54785,2,15.00,0.13,14.77,180.00
72201.46064,633,4840.80,0.13,4209.98,58089.60
92084.2001,3,23.40,0.13,475.27,280.80
94414.55339,2518,19120.00,0.13,30768.52,229440.00
99727.35474,10,74.80,0.13,79.47,897.60
1912.492979,15,125.00,0.12,145.25,1500.00
25454.28311,14,114.80,0.12,128.37,1377.60
33850.33114,116,928.40,0.12,1221.86,11140.80
37503.0496,7,60.00,0.12,542.79,720.00
40644.05282,8,67.20,0.12,71.17,806.40
43598.46964,17,145.00,0.12,1545.23,1740.00
49628.93981,2961,24098.80,0.12,39604.56,289185.60
55583.32874,81,676.80,0.12,1183.13,8121.60
63038.37697,30,250.80,0.12,346.65,3009.60
7168.284088,158,1279.60,0.12,3487.39,15355.20
7222.37229,10,85.00,0.12,80.53,1020.00
73991.93826,3,25.00,0.12,30.71,300.00
79960.39306,352,2899.60,0.12,3179.27,34795.20
81114.43459,9,75.60,0.12,1083.73,907.20
85652.9908,7,58.80,0.12,269.61,705.60
88893.99833,2776,23922.80,0.12,43223.23,287073.60
14288.30803,17,148.40,0.11,303.89,1780.80
1438.094411,5,45.00,0.11,25.93,540.00
18814.27596,7,61.20,0.11,51.46,734.40
21901.57739,11,99.00,0.11,61.07,1188.00
25506.41763,67,610.00,0.11,1129.80,7320.00
26378.62985,5,46.80,0.11,47.98,561.60
29275.11571,114,1015.00,0.11,1139.19,12180.00
32116.59585,79,710.00,0.11,1347.18,8520.00
32963.11452,10,92.40,0.11,78.04,1108.80
38520.56874,2,18.00,0.11,92.21,216.00
48155.2649,5,45.00,0.11,56.82,540.00
5762.614267,180,1666.00,0.11,3444.26,19992.00
58730.32383,3,27.00,0.11,27.64,324.00
65537.65773,563,5094.00,0.11,3281.04,61128.00
7029.358676,234,2134.40,0.11,1692.89,25612.80
77655.76465,14,133.20,0.11,287.70,1598.40
82235.37377,7,65.00,0.11,66.53,780.00
84231.26987,16,147.60,0.11,401.15,1771.20
84554.93203,2,18.00,0.11,26.57,216.00
86262.20054,16,145.00,0.11,108.27,1740.00
9459.675836,152,1408.00,0.11,953.13,16896.00
98708.20039,86,813.00,0.11,514.85,9756.00
1610.023411,3,28.80,0.10,29.51,345.60
21392.91957,196,1936.80,0.10,1674.41,23241.60
33926.56945,22,225.00,0.10,261.68,2700.00
34924.93689,3247,31926.40,0.10,28623.44,383116.80
38857.4034,9,92.40,0.10,82.24,1108.80
43993.27283,6,61.20,0.10,544.66,734.40
5955.445524,309,3099.60,0.10,5217.52,37195.20
66054.84358,4,39.60,0.10,44.59,475.20
7170.446972,127,1237.20,0.10,743.09,14846.40
71873.54123,26,248.40,0.10,167.59,2980.80
84472.29913,55,524.40,0.10,2452.08,6292.80
86221.78178,15,153.00,0.10,90.13,1836.00
89175.46102,18,175.20,0.10,1151.19,2102.40
90520.7083,135,1296.00,0.10,1226.40,15552.00
915.1744482,431,4251.60,0.10,7028.54,51019.20
9615.943625,4,39.00,0.10,147.42,468.00
10529.6734,2,22.00,0.09,15.19,264.00
1132.416829,2,21.60,0.09,600.69,259.20
12151.20378,11,125.00,0.09,1067.26,1500.00
21448.01887,2,21.60,0.09,51.68,259.20
21917.13829,2,21.60,0.09,119.72,259.20
2199.098984,14,162.80,0.09,111.91,1953.60
28439.44014,3,32.40,0.09,58.47,388.80
36540.19919,13,145.20,0.09,68.22,1742.40
62848.09046,75,818.40,0.09,569.43,9820.80
63670.75083,38,439.20,0.09,239.94,5270.40
64524.54055,27,285.60,0.09,159.37,3427.20
64933.26732,2,22.00,0.09,10.19,264.00
7989.807903,60,660.00,0.09,325.72,7920.00
88499.43008,48,510.00,0.09,259.74,6120.00
92433.65716,4,45.00,0.09,20.27,540.00
14220.41262,56,730.40,0.08,541.46,8764.80
14561.62588,2,25.00,0.08,50.61,300.00
18262.6529,4,51.00,0.08,81.15,612.00
19294.75574,10,125.00,0.08,123.20,1500.00
28071.43638,66,844.80,0.08,1758.49,10137.60
31340.14649,6,74.80,0.08,65.04,897.60
31580.12914,234,2915.00,0.08,3540.96,34980.00
32713.08559,2,25.00,0.08,27.43,300.00
3757.355247,533,6995.00,0.08,6655.34,83940.00
4141.507253,1,12.00,0.08,24.43,144.00
44081.15571,9,110.00,0.08,179.77,1320.00
50997.24849,2,25.00,0.08,172.78,300.00
56400.75485,1,12.00,0.08,540.96,144.00
57719.39021,3,39.60,0.08,142.26,475.20
60451.34082,6,74.80,0.08,355.59,897.60
64151.56084,18,215.60,0.08,114.98,2587.20
64862.27061,55,684.00,0.08,3373.53,8208.00
82987.78397,2,25.00,0.08,38.00,300.00
86793.40418,5,65.00,0.08,56.65,780.00
87621.46342,14,165.60,0.08,149.59,1987.20
98215.01082,33,416.00,0.08,1110.26,4992.00
99155.5808,3981,52927.60,0.08,19966.35,635131.20
10644.09722,1711,24984.00,0.07,12803.25,299808.00
12912.21779,117,1619.20,0.07,985.19,19430.40
15199.53512,1,14.00,0.07,27.61,168.00
20079.17189,1,14.00,0.07,28.60,168.00
23279.88664,207,3013.20,0.07,140154.28,36158.40
26840.76943,12,162.80,0.07,149.80,1953.60
30587.57995,10,136.80,0.07,277.03,1641.60
336.8691995,1,14.00,0.07,43.09,168.00
37034.59859,20,296.40,0.07,262.46,3556.80
38944.51883,25,374.00,0.07,380.01,4488.00
39637.39026,24,321.20,0.07,782.74,3854.40
41997.10601,551,8370.00,0.07,3253.61,100440.00
50290.72633,306,4305.00,0.07,9841.46,51660.00
50685.29326,16,235.20,0.07,224.08,2822.40
52640.43787,96,1372.80,0.07,719.83,16473.60
55607.84764,1,14.40,0.07,47.88,172.80
56666.55127,98,1335.00,0.07,3013.06,16020.00
60478.8553,975,13752.00,0.07,7079.00,165024.00
61513.44926,93,1355.00,0.07,2256.84,16260.00
67689.42493,1435,20683.20,0.07,32969.82,248198.40
76090.04432,6,88.20,0.07,89.61,1058.40
76619.94459,3,41.60,0.07,84.45,499.20
82525.33971,321,4467.60,0.07,2539.60,53611.20
88000.72498,2,28.80,0.07,16.98,345.60
97265.62288,1,15.00,0.07,27.19,180.00
10159.67823,1,18.00,0.06,27.94,216.00
12533.72729,6,92.40,0.06,456.29,1108.80
16190.15576,9,145.00,0.06,339.69,1740.00
19063.58305,1,18.00,0.06,6.70,216.00
2037.852636,24,409.20,0.06,1373.28,4910.40
24189.22483,4,65.00,0.06,132.85,780.00
27165.81733,5,85.00,0.06,146.46,1020.00
30410.16398,2,31.20,0.06,10.99,374.40
35673.96558,2,32.40,0.06,107.12,388.80
36569.78261,1,18.00,0.06,6.25,216.00
40362.31439,1,15.60,0.06,47.07,187.20
43160.03555,191,3097.60,0.06,1203.42,37171.20
46174.19704,253,4032.00,0.06,160463.20,48384.00
464.3319328,1,15.60,0.06,63.27,187.20
52859.72379,1,18.00,0.06,6.37,216.00
5742.090902,1352,23514.00,0.06,41129.99,282168.00
62746.01188,4,65.00,0.06,53.69,780.00
63104.85832,61,1086.80,0.06,2221.10,13041.60
691.0125995,1,16.00,0.06,4.05,192.00
69218.28128,1,16.20,0.06,117.54,194.40
70551.67392,295,4791.00,0.06,3134.09,57492.00
76756.87989,4,65.00,0.06,115.31,780.00
80233.63754,524,8395.20,0.06,5720.45,100742.40
90957.94537,2,32.40,0.06,54.84,388.80
97672.2991,812,14071.20,0.06,5591.79,168854.40
98292.19693,98,1620.00,0.06,8127.21,19440.00
9969.623746,1,18.00,0.06,5.46,216.00
14719.85298,2,39.60,0.05,41.67,475.20
19058.81913,112,2365.00,0.05,1474.32,28380.00
32256.65625,9,185.00,0.05,235.74,2220.00
32462.07942,108,2385.00,0.05,2365.59,28620.00
34249.81368,1,20.40,0.05,168.71,244.80
36027.65259,93,1922.80,0.05,1574.48,23073.60
36565.19569,2,39.00,0.05,26.04,468.00
45879.09284,5,92.80,0.05,43.03,1113.60
48705.02696,1,20.40,0.05,6.61,244.80
50881.52299,1,20.40,0.05,174.25,244.80
50888.71464,1,21.60,0.05,17.18,259.20
57066.9144,725,14111.20,0.05,4533.63,169334.40
68332.61741,4,81.00,0.05,34.41,972.00
69438.25951,1,22.00,0.05,47.87,264.00
76995.05268,1,22.00,0.05,3.86,264.00
80344.90305,8,148.80,0.05,91.26,1785.60
87576.31826,117,2365.00,0.05,1162.82,28380.00
93549.10259,4,74.80,0.05,412.26,897.60
95065.28913,8,176.40,0.05,224.96,2116.80
98139.37454,3,57.20,0.05,168.84,686.40
4511.179675,4,104.40,0.04,85.04,1252.80
50727.27312,12,326.40,0.04,2541.26,3916.80
55930.93798,1,25.00,0.04,8.10,300.00
56878.11327,8,204.40,0.04,319.51,2452.80
7595.552357,8,223.20,0.04,306.50,2678.40
78354.19965,1,25.00,0.04,38.87,300.00
83101.39768,2,50.40,0.04,136.33,604.80
95932.29197,5,125.00,0.04,31.03,1500.00
24401.95087,16,607.20,0.03,201.62,7286.40
61494.19702,46,1424.00,0.03,738.73,17088.00
97900.13584,7,279.00,0.03,64.22,3348.00
12028.39964,1,54.40,0.02,24.84,652.80
23693.3684,2,92.40,0.02,75.53,1108.80
30363.57703,1,45.00,0.02,21.75,540.00
43822.25836,27,1645.20,0.02,288.98,19742.40
65825.06061,15,736.40,0.02,229.09,8836.80
72009.44844,4,185.00,0.02,47.85,2220.00
91970.25303,42,2116.40,0.02,2439.83,25396.80
26008.68048,4,268.40,0.01,24.58,3220.80
39885.56665,43,3115.20,0.01,1485.68,37382.40
50337.76968,10,730.40,0.01,113.14,8764.80
67997.98926,12,1840.00,0.01,1366.10,22080.00
83455.34766,1,67.20,0.01,103.97,806.40
15171.17002,0,12.00,0.00,11.24,144.00
20058.57596,0,12.00,0.00,45.03,144.00
20920.7648,0,12.00,0.00,17.65,144.00
21326.32163,0,22.00,0.00,8.14,264.00
38.49898826,0,45.00,0.00,129.93,540.00
41123.51408,0,22.00,0.00,6.01,264.00
41393.25239,0,6.00,0.00,41.01,72.00
7728.237731,0,15.00,0.00,15.03,180.00
90461.4167,0,16.00,0.00,40.48,192.00
