sku,inventory_units_on_hand,reorder_point,units_below_reorder_point,daily_demand,lead_time_days,safety_stock,on_hand_stock_value
53279.26493,16,24.75,8.75,0.47,30,10.75,277.16
76119.6571,18,26.75,8.75,0.72,23,10.19,409.23
80571.43174,12,20.72,8.72,0.60,16,11.12,354.79
80344.90305,8,16.69,8.69,4.96,3,1.81,91.26
22667.03678,43,51.62,8.62,1.68,16,24.74,516.81
25867.0554,40,48.62,8.62,1.30,15,29.12,291.56
43993.27283,6,14.61,8.61,2.04,5,4.41,544.66
44375.94425,11,19.60,8.60,0.60,16,10.00,225.46
32339.82367,6,14.51,8.51,0.83,8,7.84,107.29
53779.00665,31,39.47,8.47,1.04,22,16.59,268.73
59822.64397,8,16.38,8.38,1.81,6,5.50,101.32
2893.488088,146,154.37,8.37,4.08,29,36.05,3682.53
44413.41443,4,12.29,8.29,0.53,21,1.09,19.31
65445.767,14,22.28,8.28,2.10,6,9.68,112.04
20515.10297,11,19.26,8.26,0.84,16,5.82,61.12
66159.28149,64,72.22,8.22,3.72,16,12.70,547.86
94247.97473,11,19.19,8.19,0.60,16,9.59,231.75
62332.91036,34,42.14,8.14,1.50,16,18.14,1028.99
3741.109181,17,25.05,8.05,0.53,23,12.78,115.01
40644.05282,8,16.05,8.05,2.24,5,4.85,71.17
76231.03342,23,30.95,7.95,1.30,11,16.65,452.38
13083.50333,10,17.91,7.91,2.50,5,5.41,70.29
26543.223,8,15.91,7.91,1.08,8,7.27,233.06
58730.32383,3,10.87,7.87,0.90,11,0.97,27.64
23693.3684,2,9.80,7.80,3.08,3,0.56,75.53
12707.54855,139,146.76,7.76,6.93,16,35.83,1229.85
89604.23049,13,20.76,7.76,1.39,8,9.67,104.28
85652.9908,7,14.58,7.58,1.96,5,4.78,269.61
28643.91352,5,12.54,7.54,0.73,11,4.47,27.94
620.6222247,3,10.54,7.54,0.60,16,0.94,26.04
7120.092627,3,10.54,7.54,0.60,16,0.94,17.25
82812.70332,70,77.54,7.54,3.68,16,18.66,820.70
93675.6505,8,15.31,7.31,1.81,5,6.24,113.33
17003.45786,4,11.30,7.30,0.83,8,4.63,30.65
54009.31797,43,50.25,7.25,1.32,28,13.29,1015.25
69917.70123,8,15.18,7.18,0.84,12,5.10,555.13
8379.849283,52,59.07,7.07,6.80,5,25.07,1415.78
92110.94562,27,34.07,7.07,0.37,60,12.07,154.47
62746.01188,4,11.06,7.06,2.17,3,4.56,53.69
73991.93826,3,10.04,7.04,0.83,8,3.37,30.71
45713.31833,12,18.96,6.96,1.30,8,8.56,130.91
4972.487359,82,88.89,6.89,2.40,25,28.89,2499.25
28524.55907,150,156.87,6.87,7.12,13,64.31,835.34
95331.43224,13,19.84,6.84,0.60,16,10.24,733.36
23375.12566,2,8.78,6.78,0.50,16,0.78,80.40
89385.16644,13,19.78,6.78,0.50,21,9.28,260.68
70964.12009,69,75.77,6.77,0.72,61,31.85,833.34
92433.65716,4,10.75,6.75,1.50,5,3.25,20.27
21448.01887,2,8.69,6.69,0.72,11,0.77,51.68
21917.13829,2,8.69,6.69,0.72,11,0.77,119.72
26362.66432,8,14.65,6.65,0.84,11,5.41,268.61
51198.41152,42,48.60,6.60,0.40,66,22.20,239.37
70410.77463,122,128.59,6.59,3.24,30,31.39,14597.49
36565.19569,2,8.56,6.56,1.30,6,0.76,26.04
38771.24903,5,11.56,6.56,0.50,16,3.56,2975.38
67635.93921,9,15.54,6.54,1.08,8,6.90,50.18
69017.25451,174,180.54,6.54,4.70,35,16.04,6955.54
54527.61791,41,47.52,6.52,2.94,11,15.18,308.38
57719.39021,3,9.46,6.46,1.32,5,2.86,142.26
97338.85973,17,23.43,6.43,1.21,11,10.09,85.78
24318.61343,10,16.39,6.39,0.53,16,7.85,115.40
19715.918,3,9.37,6.37,0.73,8,3.50,81.67
14287.91251,13,19.35,6.35,2.33,5,7.68,68.25
55930.93798,1,7.32,6.32,0.83,8,0.65,8.10
5869.593443,9,15.32,6.32,0.84,11,6.08,239.57
95729.65877,7,13.27,6.27,0.73,8,7.40,177.60
26378.62985,5,11.17,6.17,1.56,5,3.37,47.98
58772.38551,5,11.06,6.06,0.60,11,4.46,69.20
81582.05838,13,18.93,5.93,1.26,11,5.07,369.21
74532.16,136,141.80,5.80,6.80,19,12.60,829.42
72009.69859,12,17.68,5.68,0.47,21,7.88,273.76
52870.46568,5,10.66,5.66,0.73,8,4.79,86.78
88608.29211,15,20.61,5.61,0.47,23,9.88,198.51
14387.29467,10,15.59,5.59,1.36,8,4.71,88.20
472.5036415,10,15.59,5.59,1.36,8,4.71,67.05
84269.57277,6,11.57,5.57,1.08,6,5.09,56.80
46285.29314,13,18.52,5.52,0.40,31,6.12,85.97
89175.46102,18,23.50,5.50,5.84,3,5.98,1151.19
76899.60135,40,45.37,5.37,1.21,15,27.17,340.52
98390.26878,3,8.34,5.34,0.40,19,0.74,18.93
34243.07841,13,18.26,5.26,0.69,18,5.78,1739.13
15199.53512,1,6.15,5.15,0.47,12,0.55,27.61
73648.21102,2,7.02,5.02,0.40,16,0.62,35.72
56381.89685,27,31.95,4.95,1.04,16,15.31,498.28
89251.54452,30,34.95,4.95,0.40,51,14.55,968.32
30587.57995,10,14.90,4.90,4.56,2,5.78,277.03
48754.45583,3,7.86,4.86,0.27,27,0.66,1178.04
5368.448754,7,11.80,4.80,0.50,16,3.80,34.37
92172.87215,74,78.75,4.75,1.26,44,23.31,1095.50
57014.25897,4,8.73,4.73,0.53,11,2.86,97.36
64530.52671,3,7.61,4.61,0.27,26,0.68,62.38
37503.0496,7,11.56,4.56,2.00,4,3.56,542.79
83000.8256,22,26.53,4.53,2.22,8,8.77,535.79
36916.6025,11,15.50,4.50,0.53,16,6.97,1041.12
64933.26732,2,6.44,4.44,0.73,8,0.57,10.19
76184.56936,8,12.44,4.44,1.36,6,4.28,99.90
94992.44171,6,10.41,4.41,0.73,6,6.01,33.17
51679.80795,18,22.39,4.39,4.08,5,1.99,240.90
24373.99537,53,57.35,4.35,1.68,16,30.47,586.41
15696.35309,4,8.31,4.31,0.60,8,3.51,35.26
93725.67222,187,191.28,4.28,2.94,46,56.04,1339.10
81266.55764,4,8.26,4.26,0.73,6,3.86,25.66
85361.35278,40,44.21,4.21,1.02,30,13.61,874.90
93398.35281,19,23.18,4.18,1.32,16,2.06,123.37
19029.92505,5,9.13,4.13,0.52,16,0.81,108.53
30898.51141,4,8.11,4.11,0.47,11,2.97,419.58
68106.51762,19,23.04,4.04,0.40,30,11.04,517.41
13480.94554,62,65.97,3.97,1.36,23,34.69,509.74
14561.62588,2,5.97,3.97,0.83,5,1.80,50.61
32713.08559,2,5.97,3.97,0.83,5,1.80,27.43
82987.78397,2,5.97,3.97,0.83,5,1.80,38.00
65498.0716,4,7.96,3.96,0.91,8,0.71,183.03
83455.34766,1,4.92,3.92,2.24,2,0.44,103.97
35673.96558,2,5.90,3.90,1.08,4,1.58,107.12
40785.58375,25,28.90,3.90,3.24,7,6.22,2246.65
1610.023411,3,6.88,3.88,0.96,5,2.08,29.51
65905.88381,10,13.88,3.88,0.47,16,6.42,57.05
37034.59859,20,23.85,3.85,9.88,2,4.09,262.46
26059.3633,17,20.84,3.84,2.61,6,5.16,129.25
38559.74417,5,8.78,3.78,0.27,30,0.78,68.30
41576.82015,15,18.78,3.78,0.90,8,11.58,3110.35
50888.71464,1,4.74,3.74,0.72,6,0.42,17.18
76649.33972,5,8.69,3.69,1.21,5,2.62,32.23
56366.72822,3,6.59,3.59,0.20,30,0.59,296.97
43367.37952,41,44.57,3.57,1.36,16,22.81,282.34
55482.66358,2,5.54,3.54,0.50,8,1.54,132.57
76699.4284,10,13.54,3.54,1.21,6,6.26,108.12
35251.07142,13,16.46,3.46,1.50,8,4.46,161.37
79546.86262,52,55.43,3.43,2.46,16,16.07,716.59
19447.59679,8,11.40,3.40,1.74,5,2.70,735.04
97265.62288,1,4.39,3.39,0.50,8,0.39,27.19
89743.47696,4,7.38,3.38,0.84,8,0.66,97.78
35267.43038,8,11.35,3.35,0.96,5,6.55,78.84
14959.28489,3,6.32,3.32,0.36,16,0.56,94.85
88147.35741,3,6.32,3.32,0.36,16,0.56,67.37
38.49898826,0,3.29,3.29,1.50,2,0.29,129.93
34071.13627,2,5.27,3.27,0.30,16,0.47,60.76
6729.404205,2,5.27,3.27,0.30,16,0.47,24.57
10529.6734,2,5.25,3.25,0.73,5,1.59,15.19
55477.94926,14,17.21,3.21,1.96,8,1.53,108.49
99367.07905,9,12.20,3.20,0.72,10,5.00,206.54
22520.01689,11,14.16,3.16,0.40,22,5.36,56.71
20079.17189,1,4.10,3.10,0.47,8,0.36,28.60
336.8691995,1,4.10,3.10,0.47,8,0.36,43.09
58772.0459,8,11.06,3.06,1.21,5,4.99,48.02
12028.39964,1,3.98,2.98,1.81,2,0.35,24.84
19063.58305,1,3.95,2.95,0.60,6,0.35,6.70
36569.78261,1,3.95,2.95,0.60,6,0.35,6.25
31911.81543,3,5.93,2.93,0.60,6,2.33,44.07
68332.61741,4,6.78,2.78,2.70,2,1.38,34.41
75533.75393,11,13.75,2.75,0.47,16,6.28,1012.43
38520.56874,2,4.72,2.72,0.60,5,1.72,92.21
27512.51028,4,6.71,2.71,0.84,5,2.51,34.91
4614.838536,9,11.69,2.69,1.02,8,3.53,95.59
43037.22453,4,6.68,2.68,0.84,5,2.48,36.75
76164.66068,2,4.68,2.68,0.27,16,0.42,54.68
92457.86557,2,4.68,2.68,0.27,16,0.42,104.99
94612.03893,2,4.68,2.68,0.27,16,0.42,45.34
13316.33142,4,6.60,2.60,0.40,11,2.20,105.88
30410.16398,2,4.57,2.57,1.04,4,0.41,10.99
21326.32163,0,2.49,2.49,0.73,3,0.29,8.14
35069.67071,8,10.48,2.48,0.53,8,6.21,129.57
72973.15103,4,6.48,2.48,0.72,6,2.16,26.89
9530.401133,8,10.48,2.48,0.47,11,5.35,372.75
18223.462,4,6.45,2.45,0.90,5,1.95,20.59
51278.72571,4,6.45,2.45,0.72,6,2.13,45.74
80557.19668,15,17.43,2.43,1.55,8,5.05,202.78
41123.51408,0,2.41,2.41,0.73,3,0.21,6.01
30292.65585,2,4.39,2.39,0.50,8,0.39,10.19
32369.28162,14,16.39,2.39,0.40,21,7.99,137.47
76090.04432,6,8.32,2.32,2.94,2,2.44,89.61
78535.81499,4,6.32,2.32,0.36,16,0.56,42.94
84554.93203,2,4.30,2.30,0.60,5,1.30,26.57
52859.72379,1,3.29,2.29,0.60,5,0.29,6.37
83101.39768,2,4.26,2.26,1.68,2,0.90,136.33
76995.05268,1,3.22,2.22,0.73,4,0.29,3.86
18262.6529,4,6.16,2.16,1.70,2,2.76,81.15
13433.72832,4,6.09,2.09,0.69,8,0.54,22.76
30893.03415,20,21.99,1.99,0.90,8,14.79,229.54
49076.64577,21,22.96,1.96,0.72,16,11.44,147.10
73860.71471,14,15.95,1.95,0.40,20,7.95,159.48
78354.19965,1,2.93,1.93,0.83,2,1.26,38.87
64312.54785,2,3.89,1.89,0.50,5,1.39,14.77
59627.68804,22,23.87,1.87,1.64,11,5.83,2330.70
464.3319328,1,2.85,1.85,0.52,5,0.25,63.27
98805.82762,10,11.85,1.85,0.27,27,4.65,1151.09
69438.25951,1,2.71,1.71,0.73,3,0.51,47.87
31118.55338,6,7.64,1.64,1.16,6,0.68,32.07
9969.623746,1,2.63,1.63,0.60,4,0.23,5.46
7328.011437,2,3.51,1.51,0.20,16,0.31,31.90
59196.26073,18,19.48,1.48,1.02,12,7.24,264.13
70857.37247,10,11.46,1.46,1.55,5,3.72,242.70
47576.20262,26,27.44,1.44,3.66,5,9.14,1108.65
61807.91734,2,3.44,1.44,0.47,4,1.57,53.21
20920.7648,0,1.40,1.40,0.40,3,0.20,17.65
27804.56418,131,132.40,1.40,2.32,31,60.48,1044.22
56400.75485,1,2.40,1.40,0.40,4,0.80,540.96
40165.04498,4,5.38,1.38,0.30,12,1.78,64.68
29174.32198,1,2.34,1.34,0.27,8,0.21,38.30
36888.23023,1,2.34,1.34,0.27,8,0.21,34.92
691.0125995,1,2.34,1.34,0.53,4,0.21,4.05
41610.36305,16,17.32,1.32,2.22,5,6.22,140.39
54421.73052,1492,1493.32,1.32,42.88,28,292.68,14619.69
10159.67823,1,2.24,1.24,0.60,3,0.44,27.94
34249.81368,1,2.18,1.18,0.68,3,0.14,168.71
90461.4167,0,1.17,1.17,0.53,2,0.10,40.48
93202.32543,22,23.15,1.15,0.69,22,7.90,278.46
36637.88988,6,7.10,1.10,1.04,4,2.94,41.02
7728.237731,0,1.10,1.10,0.50,2,0.10,15.03
39358.36771,2,3.08,1.08,0.40,5,1.08,12.17
1132.416829,2,3.07,1.07,0.72,3,0.91,600.69
18495.56854,2,3.07,1.07,0.36,8,0.19,26.10
88000.72498,2,2.98,0.98,0.96,2,1.06,16.98
67616.65104,4,4.95,0.95,0.68,6,0.87,275.69
52913.96599,194,194.91,0.91,9.56,16,41.95,1073.17
46840.29979,5,5.89,0.89,0.40,8,2.69,152.03
15171.17002,0,0.88,0.88,0.40,2,0.08,11.24
55607.84764,1,1.83,0.83,0.48,3,0.39,47.88
40362.31439,1,1.81,0.81,0.52,3,0.25,47.07
76989.24558,6,6.80,0.80,0.20,31,0.60,36.64
13514.24028,1,1.76,0.76,0.20,8,0.16,76.98
41592.17978,1,1.76,0.76,0.20,8,0.16,67.87
75977.31324,1,1.76,0.76,0.20,8,0.16,39.63
85486.23537,1,1.76,0.76,0.20,8,0.16,11.90
91775.97226,1,1.76,0.76,0.20,8,0.16,39.09
96559.89403,1,1.76,0.76,0.20,8,0.16,19.65
86637.3065,9,9.75,0.75,0.52,15,1.95,735.60
61146.71844,5,5.74,0.74,0.40,8,2.54,36.21
91854.0598,2,2.71,0.71,0.40,4,1.11,270.80
21469.85934,69,69.70,0.70,1.55,28,26.39,5056.08
41517.17867,30,30.70,0.70,0.50,23,19.20,1314.94
4141.507253,1,1.64,0.64,0.40,3,0.44,24.43
9715.729205,4,4.63,0.63,0.30,11,1.33,74.40
58091.45501,24,24.62,0.62,1.98,8,8.78,147.50
94901.17871,2,2.62,0.62,0.48,4,0.70,294.66
50881.52299,1,1.58,0.58,0.68,2,0.22,174.25
31914.83882,3,3.55,0.55,0.40,5,1.55,16.17
83605.04193,35,35.51,0.51,1.00,28,7.51,1324.27
48705.02696,1,1.49,0.49,0.68,2,0.13,6.61
38508.48056,2,2.47,0.47,0.40,4,0.87,37.70
20058.57596,0,0.44,0.44,0.40,1,0.04,45.03
69218.28128,1,1.40,0.40,0.54,2,0.32,117.54
77284.04906,3,3.39,0.39,0.40,5,1.39,30.67
11673.86812,10,10.37,0.37,0.30,21,4.07,331.53
22636.42443,1,1.36,0.36,0.27,3,0.56,309.93
92084.2001,3,3.32,0.32,0.78,3,0.98,475.27
41393.25239,0,0.22,0.22,0.20,1,0.02,41.01
16763.75203,4,4.21,0.21,0.24,16,0.37,52.90
10401.57273,1,1.17,0.17,0.13,8,0.10,35.34
48521.12752,1,1.10,0.10,0.20,5,0.10,116.79
4118.905937,45,45.06,0.06,1.48,22,12.50,27979.26
91715.26174,172,172.06,0.06,8.00,12,76.06,1520.36
67013.58459,5,5.05,0.05,0.40,6,2.65,30.16
66951.12366,42,42.03,0.03,5.87,5,12.69,311.36
