sku,inventory_units_on_hand,projected_average_monthly_demand,inventory_shortfall_units,standard_price,estimated_shortfall_inventory_value,total_shortfall_inventory_value,percentage_of_total_shortfall_exposure
47004.24269,40,65.00,25.00,7.00,175.00,36857155.00,0.00
75977.31324,1,6.00,5.00,35.00,175.00,36857155.00,0.00
80571.43174,12,18.00,6.00,29.00,174.00,36857155.00,0.00
78261.5522,6,20.40,14.40,12.00,172.80,36857155.00,0.00
98206.36746,3,10.80,7.80,22.00,171.60,36857155.00,0.00
58772.0459,8,36.40,28.40,6.00,170.40,36857155.00,0.00
91775.97226,1,6.00,5.00,34.00,170.00,36857155.00,0.00
9969.623746,1,18.00,17.00,10.00,170.00,36857155.00,0.00
27512.51028,4,25.20,21.20,8.00,169.60,36857155.00,0.00
58772.38551,5,18.00,13.00,13.00,169.00,36857155.00,0.00
12391.62135,16,28.80,12.80,13.00,166.40,36857155.00,0.00
17596.66454,451,484.00,33.00,5.00,165.00,36857155.00,0.00
38731.46507,3,18.00,15.00,11.00,165.00,36857155.00,0.00
92397.65944,7,25.20,18.20,9.00,163.80,36857155.00,0.00
78230.81337,16,25.00,9.00,18.00,162.00,36857155.00,0.00
10529.6734,2,22.00,20.00,8.00,160.00,36857155.00,0.00
89943.6597,6,20.40,14.40,11.00,158.40,36857155.00,0.00
88147.35741,3,10.80,7.80,20.00,156.00,36857155.00,0.00
34485.09543,40,57.20,17.20,9.00,154.80,36857155.00,0.00
52859.72379,1,18.00,17.00,9.00,153.00,36857155.00,0.00
61599.13697,7,32.40,25.40,6.00,152.40,36857155.00,0.00
99849.03071,55,63.00,8.00,19.00,152.00,36857155.00,0.00
620.6222247,3,18.00,15.00,10.00,150.00,36857155.00,0.00
94612.03893,2,8.00,6.00,25.00,150.00,36857155.00,0.00
17856.66378,472,496.80,24.80,6.00,148.80,36857155.00,0.00
17003.45786,4,25.00,21.00,7.00,147.00,36857155.00,0.00
94247.97473,11,18.00,7.00,21.00,147.00,36857155.00,0.00
30529.13663,30,31.80,1.80,81.00,145.80,36857155.00,0.00
12583.73606,1171,1195.00,24.00,6.00,144.00,36857155.00,0.00
31118.55338,6,34.80,28.80,5.00,144.00,36857155.00,0.00
46546.61843,6,22.00,16.00,9.00,144.00,36857155.00,0.00
55930.93798,1,25.00,24.00,6.00,144.00,36857155.00,0.00
67748.83664,13,25.00,12.00,12.00,144.00,36857155.00,0.00
67635.93921,9,32.40,23.40,6.00,140.40,36857155.00,0.00
44375.94425,11,18.00,7.00,20.00,140.00,36857155.00,0.00
64933.26732,2,22.00,20.00,7.00,140.00,36857155.00,0.00
73163.29742,37,54.40,17.40,8.00,139.20,36857155.00,0.00
18223.462,4,27.00,23.00,6.00,138.00,36857155.00,0.00
32226.87369,40,57.20,17.20,8.00,137.60,36857155.00,0.00
32279.6737,40,57.20,17.20,8.00,137.60,36857155.00,0.00
40124.79589,12,27.20,15.20,9.00,136.80,36857155.00,0.00
35069.67071,8,16.00,8.00,17.00,136.00,36857155.00,0.00
86446.44412,67,73.80,6.80,20.00,136.00,36857155.00,0.00
30641.93847,32,58.80,26.80,5.00,134.00,36857155.00,0.00
91035.61917,53,58.80,5.80,23.00,133.40,36857155.00,0.00
94298.91717,16,21.60,5.60,23.00,128.80,36857155.00,0.00
76995.05268,1,22.00,21.00,6.00,126.00,36857155.00,0.00
81266.55764,4,22.00,18.00,7.00,126.00,36857155.00,0.00
18554.01969,6,21.60,15.60,8.00,124.80,36857155.00,0.00
46869.79545,30,39.60,9.60,13.00,124.80,36857155.00,0.00
93398.35281,19,39.60,20.60,6.00,123.60,36857155.00,0.00
59069.77943,21,31.20,10.20,12.00,122.40,36857155.00,0.00
13305.90624,358,375.20,17.20,7.00,120.40,36857155.00,0.00
24479.56596,2,8.00,6.00,20.00,120.00,36857155.00,0.00
46022.17049,20,30.00,10.00,12.00,120.00,36857155.00,0.00
19063.58305,1,18.00,17.00,7.00,119.00,36857155.00,0.00
36569.78261,1,18.00,17.00,7.00,119.00,36857155.00,0.00
48705.02696,1,20.40,19.40,6.00,116.40,36857155.00,0.00
19501.29949,137,156.00,19.00,6.00,114.00,36857155.00,0.00
26011.98886,3,9.00,6.00,19.00,114.00,36857155.00,0.00
15696.35309,4,18.00,14.00,8.00,112.00,36857155.00,0.00
95930.30237,113,124.20,11.20,10.00,112.00,36857155.00,0.00
77284.04906,3,12.00,9.00,12.00,108.00,36857155.00,0.00
18495.56854,2,10.80,8.80,12.00,105.60,36857155.00,0.00
72973.15103,4,21.60,17.60,6.00,105.60,36857155.00,0.00
64530.52671,3,8.00,5.00,21.00,105.00,36857155.00,0.00
9715.729205,4,9.00,5.00,21.00,105.00,36857155.00,0.00
60925.83975,18,29.60,11.60,9.00,104.40,36857155.00,0.00
26443.5343,184,190.80,6.80,15.00,102.00,36857155.00,0.00
40066.64533,10,27.00,17.00,6.00,102.00,36857155.00,0.00
98580.99493,7,16.20,9.20,11.00,101.20,36857155.00,0.00
34756.29703,9,21.60,12.60,8.00,100.80,36857155.00,0.00
33525.41556,20,25.00,5.00,20.00,100.00,36857155.00,0.00
48407.04413,10,30.00,20.00,5.00,100.00,36857155.00,0.00
37091.96654,11,22.00,11.00,9.00,99.00,36857155.00,0.00
11288.29837,225,233.20,8.20,12.00,98.40,36857155.00,0.00
97338.85973,17,36.40,19.40,5.00,97.00,36857155.00,0.00
35399.65831,48,54.00,6.00,16.00,96.00,36857155.00,0.00
94992.44171,6,22.00,16.00,6.00,96.00,36857155.00,0.00
12159.11518,194,204.40,10.40,9.00,93.60,36857155.00,0.00
23682.79807,54,69.60,15.60,6.00,93.60,36857155.00,0.00
10401.57273,1,4.00,3.00,31.00,93.00,36857155.00,0.00
4336.412388,6,13.60,7.60,12.00,91.20,36857155.00,0.00
30292.65585,2,15.00,13.00,7.00,91.00,36857155.00,0.00
64312.54785,2,15.00,13.00,7.00,91.00,36857155.00,0.00
78565.34973,657,670.00,13.00,7.00,91.00,36857155.00,0.00
691.0125995,1,16.00,15.00,6.00,90.00,36857155.00,0.00
7120.092627,3,18.00,15.00,6.00,90.00,36857155.00,0.00
98329.55094,86,92.40,6.40,14.00,89.60,36857155.00,0.00
22667.03678,43,50.40,7.40,12.00,88.80,36857155.00,0.00
12591.10447,16,27.00,11.00,8.00,88.00,36857155.00,0.00
28643.91352,5,22.00,17.00,5.00,85.00,36857155.00,0.00
13433.72832,4,20.80,16.80,5.00,84.00,36857155.00,0.00
30893.03415,20,27.00,7.00,12.00,84.00,36857155.00,0.00
38621.46053,23,30.00,7.00,12.00,84.00,36857155.00,0.00
6729.404205,2,9.00,7.00,12.00,84.00,36857155.00,0.00
38489.70519,115,118.80,3.80,22.00,83.60,36857155.00,0.00
73377.32315,10,20.40,10.40,8.00,83.20,36857155.00,0.00
27249.77679,26,39.60,13.60,6.00,81.60,36857155.00,0.00
96559.89403,1,6.00,5.00,16.00,80.00,36857155.00,0.00
56381.89685,27,31.20,4.20,19.00,79.80,36857155.00,0.00
76119.6571,18,21.60,3.60,22.00,79.20,36857155.00,0.00
8948.118231,8,10.80,2.80,28.00,78.40,36857155.00,0.00
44320.83531,32,45.00,13.00,6.00,78.00,36857155.00,0.00
86427.24351,5,18.00,13.00,6.00,78.00,36857155.00,0.00
7857.752319,25,33.60,8.60,9.00,77.40,36857155.00,0.00
36412.69172,16,27.00,11.00,7.00,77.00,36857155.00,0.00
33429.50256,46,48.80,2.80,27.00,75.60,36857155.00,0.00
78535.81499,4,10.80,6.80,11.00,74.80,36857155.00,0.00
59065.7381,124,133.20,9.20,8.00,73.60,36857155.00,0.00
48757.60959,99,111.00,12.00,6.00,72.00,36857155.00,0.00
20515.10297,11,25.20,14.20,5.00,71.00,36857155.00,0.00
40165.04498,4,9.00,5.00,14.00,70.00,36857155.00,0.00
47789.22905,8,15.60,7.60,9.00,68.40,36857155.00,0.00
7328.011437,2,6.00,4.00,17.00,68.00,36857155.00,0.00
24318.61343,10,16.00,6.00,11.00,66.00,36857155.00,0.00
91056.89356,41,46.80,5.80,11.00,63.80,36857155.00,0.00
53822.56425,13,22.00,9.00,7.00,63.00,36857155.00,0.00
79757.16542,5,8.00,3.00,21.00,63.00,36857155.00,0.00
24970.73488,10,20.40,10.40,6.00,62.40,36857155.00,0.00
37920.10879,176,184.80,8.80,7.00,61.60,36857155.00,0.00
44413.41443,4,16.00,12.00,5.00,60.00,36857155.00,0.00
48413.09986,4,8.00,4.00,15.00,60.00,36857155.00,0.00
15232.50738,31,36.40,5.40,11.00,59.40,36857155.00,0.00
66763.51187,28,39.60,11.60,5.00,58.00,36857155.00,0.00
98191.86268,6,15.60,9.60,6.00,57.60,36857155.00,0.00
20838.15682,23,27.00,4.00,14.00,56.00,36857155.00,0.00
61146.71844,5,12.00,7.00,8.00,56.00,36857155.00,0.00
87129.24137,14,18.00,4.00,14.00,56.00,36857155.00,0.00
34854.65502,40,46.80,6.80,8.00,54.40,36857155.00,0.00
98390.26878,3,12.00,9.00,6.00,54.00,36857155.00,0.00
66345.50015,26,32.40,6.40,8.00,51.20,36857155.00,0.00
84273.51019,26,32.40,6.40,8.00,51.20,36857155.00,0.00
81640.24882,69,79.20,10.20,5.00,51.00,36857155.00,0.00
39358.36771,2,12.00,10.00,5.00,50.00,36857155.00,0.00
23247.41692,7,10.80,3.80,13.00,49.40,36857155.00,0.00
16763.75203,4,7.20,3.20,15.00,48.00,36857155.00,0.00
3478.938552,363,369.60,6.60,7.00,46.20,36857155.00,0.00
72009.69859,12,14.00,2.00,23.00,46.00,36857155.00,0.00
31914.83882,3,12.00,9.00,5.00,45.00,36857155.00,0.00
69829.51455,49,51.00,2.00,22.00,44.00,36857155.00,0.00
16289.3966,44,51.00,7.00,6.00,42.00,36857155.00,0.00
25964.72027,16,22.00,6.00,7.00,42.00,36857155.00,0.00
38559.74417,5,8.00,3.00,14.00,42.00,36857155.00,0.00
67013.58459,5,12.00,7.00,6.00,42.00,36857155.00,0.00
95500.49016,52,58.80,6.80,6.00,40.80,36857155.00,0.00
5368.448754,7,15.00,8.00,5.00,40.00,36857155.00,0.00
85486.23537,1,6.00,5.00,8.00,40.00,36857155.00,0.00
89385.16644,13,15.00,2.00,20.00,40.00,36857155.00,0.00
73183.07634,15,18.00,3.00,13.00,39.00,36857155.00,0.00
37695.82788,28,31.20,3.20,12.00,38.40,36857155.00,0.00
34364.44188,4,8.00,4.00,9.00,36.00,36857155.00,0.00
48946.51898,426,427.20,1.20,30.00,36.00,36857155.00,0.00
18511.05158,36,40.80,4.80,7.00,33.60,36857155.00,0.00
79791.06754,19,23.40,4.40,7.00,30.80,36857155.00,0.00
40510.0628,16,22.00,6.00,5.00,30.00,36857155.00,0.00
91785.33863,10,15.00,5.00,6.00,30.00,36857155.00,0.00
69905.31937,12,15.60,3.60,8.00,28.80,36857155.00,0.00
17675.74024,41,45.00,4.00,6.00,24.00,36857155.00,0.00
32008.61935,5,8.00,3.00,8.00,24.00,36857155.00,0.00
36205.11128,34,34.80,0.80,30.00,24.00,36857155.00,0.00
66097.56463,2,4.00,2.00,12.00,24.00,36857155.00,0.00
87767.50716,23,27.00,4.00,6.00,24.00,36857155.00,0.00
14533.14101,29,30.60,1.60,14.00,22.40,36857155.00,0.00
11634.3914,2,6.00,4.00,5.00,20.00,36857155.00,0.00
42197.0308,21,25.00,4.00,5.00,20.00,36857155.00,0.00
53825.93435,4,6.00,2.00,10.00,20.00,36857155.00,0.00
65905.88381,10,14.00,4.00,5.00,20.00,36857155.00,0.00
62925.39261,3,5.40,2.40,8.00,19.20,36857155.00,0.00
99188.33387,66,67.20,1.20,16.00,19.20,36857155.00,0.00
6591.650064,10,10.80,0.80,23.00,18.40,36857155.00,0.00
9225.661922,84,87.00,3.00,6.00,18.00,36857155.00,0.00
57080.21584,261,264.00,3.00,5.00,15.00,36857155.00,0.00
49867.48071,2,3.00,1.00,14.00,14.00,36857155.00,0.00
21915.70075,28,30.00,2.00,6.00,12.00,36857155.00,0.00
39547.29566,16,18.00,2.00,6.00,12.00,36857155.00,0.00
58978.24688,4,6.00,2.00,6.00,12.00,36857155.00,0.00
27931.1516,20,20.80,0.80,10.00,8.00,36857155.00,0.00
67855.63481,7719,7720.20,1.20,5.00,6.00,36857155.00,0.00
22520.01689,11,12.00,1.00,5.00,5.00,36857155.00,0.00
59728.2109,2,3.00,1.00,5.00,5.00,36857155.00,0.00
49076.64577,21,21.60,0.60,7.00,4.20,36857155.00,0.00
53779.00665,31,31.20,0.20,9.00,1.80,36857155.00,0.00
