SKU ,Std. Price ($),On-Hand Stock ($),Inventory in units on-hand,"APU
(units)",Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,June,July,August,September,Demand for the whole year,APU Trend,S-OTD,Demand variability (COV),Lead Time (days)
99646, 27 ,922.7599157, 34 ,18,45,45,45,45,45,45,45,45,45,45,45,45,540.0,1.50,0.85,1.34,30
5364, 27 ,917.1920752, 34 ,18,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,302.4,0.40,1,1.34,30
35735, 32 ,1173.678454, 37 ,18,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,194.4,-0.10,1,1.34,33
32668, 32 ,1070.8115, 34 ,18,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,129.6,-0.40,1,1.34,30
31821, 32 ,1070.8115, 34 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,1.34,30
270, 114 ,3675.568708, 32 ,10,4,4,4,4,4,4,4,4,4,4,4,4,48.0,-0.60,0.85,1.9,44
92458, 64 ,104.9895952, 2 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,0.25,16
89603, 6 ,212.6867674, 34 ,58,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,208.8,-0.70,0.85,0.25,33
71993, 278 ,1154.874722, 4 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,0.85,0.81,16
39699, 142 ,2336.805187, 16 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,1.03,23
1438, 5 ,25.93337747, 5 ,18,45,45,45,45,45,45,45,45,45,45,45,45,540.0,1.50,1,0.25,16
54474, 99 ,1121.687244, 11 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,0.82,0.84,23
93473," 1,140 ",10868.85311, 10 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.85,1.07,23
5926, 26 ,1148.704925, 44 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,0.85,0.98,76
87340, 38 ,1396.426284, 37 ,18,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,172.8,-0.20,0.85,1.48,30
87129, 14 ,185.4278049, 14 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,0.73,44
28306, 344 ,9740.260267, 28 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,0.93,44
2838, 21 ,245.5132203, 12 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,0.68,16
78229, 625 ,13448.1347, 22 ,18,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,86.4,-0.60,0.7,1.16,26
79791, 7 ,129.9186184, 19 ,26,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,280.8,-0.10,1,1.54,11
84121, 46 ,1791.539673, 39 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,0.82,0.58,76
99578, 156 ,1536.215468, 10 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,0.82,0.73,23
71879, 135 ,3059.942038, 23 ,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.80,0.85,0.97,23
26140, 25 ,1057.095332, 42 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.85,1.14,30
22415, 28 ,1159.562069, 42 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,0.82,1.14,30
68881, 28 ,1176.243017, 42 ,26,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,499.2,0.60,0.82,1.14,30
57501, 22 ,917.9282243, 42 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,0.82,1.14,30
2753, 25 ,1045.179195, 42 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,0.82,1.14,30
87181, 29 ,1213.417317, 42 ,26,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,499.2,0.60,0.82,1.14,30
29409, 29 ,442.4069417, 15 ,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.80,1,0.25,21
16644, 6 ,76.66421618, 13 ,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.80,0.83,0.25,21
41517, 44 ,1314.935754, 30 ,10,15,15,15,15,15,15,15,15,15,15,15,15,180.0,0.50,1,2.83,23
1082, 171 ,4776.180707, 28 ,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.80,0.82,0.91,23
12328, 10 ,1289.434302, 128 ,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.40,1,3.46,44
72626, 58 ,1562.063525, 27 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,1,1.95,44
16289, 6 ,281.9784865, 44 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,0.85,1.45,21
25965, 7 ,116.8829365, 16 ,10,22,22,22,22,22,22,22,22,22,22,22,22,264.0,1.20,0.82,1.85,21
14078, 106 ,1209.185587, 11 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.7,1.23,11
56373, 42 ,1383.182358, 33 ,34,85,85,85,85,85,85,85,85,85,85,85,85,1020.0,1.50,0.82,0.46,41
95073, 41 ,1106.518415, 27 ,42,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,151.2,-0.70,0.85,0.64,30
6038, 56 ,10733.37818, 192 ,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.20,1,1.52,44
58787, 29 ,1164.943184, 40 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,1,0.82,30
64639, 26 ,1092.069116, 41 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.75,0.82,30
69830, 22 ,1106.899285, 49 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,1,0.82,37
65188, 25 ,1019.388528, 42 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,0.75,0.82,30
40051, 29 ,1164.943184, 40 ,34,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,326.4,-0.20,1,0.82,30
85361, 22 ,874.9027604, 40 ,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.10,1,0.82,30
37092, 9 ,102.0237242, 11 ,10,22,22,22,22,22,22,22,22,22,22,22,22,264.0,1.20,1,1.16,23
48686, 52 ,6846.321654, 132 ,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.40,1,1.33,44
6648, 22 ,1219.217181, 56 ,50,20,20,20,20,20,20,20,20,20,20,20,20,240.0,-0.60,1,1.02,23
95126, 641 ,17309.02407, 27 ,50,75,75,75,75,75,75,75,75,75,75,75,75,900.0,0.50,0.82,0.86,16
3317, 184 ,3226.950968, 18 ,26,65,65,65,65,65,65,65,65,65,65,65,65,780.0,1.50,0.82,0.74,23
17330, 6 ,63.44377136, 11 ,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.80,0.85,0.25,23
73163, 8 ,311.3073766, 37 ,34,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,652.8,0.60,0.82,0.25,66
30529, 81 ,2423.19514, 30 ,106,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,381.6,-0.70,0.82,0.25,23
75565, 374 ,25362.13705, 68 ,50,30,30,30,30,30,30,30,30,30,30,30,30,360.0,-0.40,1,1.36,26
26377, 31 ,1793.439847, 57 ,74,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,799.2,-0.10,1,0.25,87
81114, 123 ,1083.726055, 9 ,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.80,0.7,0.46,12
9226, 6 ,483.9926301, 84 ,58,87,87,87,87,87,87,87,87,87,87,87,87,1044.0,0.50,0.82,1.6,21
26562, 31 ,3029.870339, 99 ,26,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,280.8,-0.10,1,1.47,66
32623, 190 ,8835.134017, 47 ,58,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,1252.8,0.80,1,0.47,44
68540, 10 ,166.7220443, 17 ,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.40,1,0.25,19
28156, 219 ,18227.80037, 83 ,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.10,0.92,1.17,44
49101, 13 ,349.2657737, 27 ,66,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,950.4,0.20,0.82,0.39,21
65993, 19 ,931.3442411, 48 ,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.40,1,1.42,11
48764, 15 ,314.6403475, 21 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,0.85,0.93,16
85711, 6 ,558.3451668, 86 ,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.20,1,1.16,23
39929, 7 ,469.5388178, 66 ,130,104,104,104,104,104,104,104,104,104,104,104,104,1248.0,-0.20,0.85,0.25,30
48947, 76 ,1321.575351, 17 ,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.40,1,0.71,8
89694, 197 ,7340.591379, 37 ,58,87,87,87,87,87,87,87,87,87,87,87,87,1044.0,0.50,0.7,0.66,23
38530, 53 ,5976.449664, 113 ,66,99,99,99,99,99,99,99,99,99,99,99,99,1188.0,0.50,1,1,44
16511, 28 ,2788.103354, 100 ,74,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,532.8,-0.40,1,0.25,123
30238, 28 ,2345.248681, 84 ,50,80,80,80,80,80,80,80,80,80,80,80,80,960.0,0.60,0.82,1.28,33
95354, 7 ,209.0375033, 29 ,50,110,110,110,110,110,110,110,110,110,110,110,110,1320.0,1.20,1,1.12,12
10195, 35 ,1181.509605, 34 ,90,162,162,162,162,162,162,162,162,162,162,162,162,1944.0,0.80,0.8,0.5,21
12342, 20 ,2458.456393, 121 ,82,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,1180.8,0.20,0.85,0.81,44
40524, 6 ,520.6434297, 89 ,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.20,0.85,3.46,11
73436, 35 ,2507.602491, 72 ,74,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,799.2,-0.10,0.85,1.06,23
57979, 18 ,2346.5642, 134 ,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.20,1,1.37,37
86446, 20 ,1347.870013, 67 ,82,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,885.6,-0.10,0.75,1.04,16
35400, 16 ,772.0518295, 48 ,90,54,54,54,54,54,54,54,54,54,54,54,54,648.0,-0.40,0.82,0.65,16
68922, 633 ,172682.4827, 273 ,82,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,590.4,-0.40,1,1.14,76
51202, 24 ,1235.467313, 52 ,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.20,0.85,0.82,23
68884, 7 ,1054.116575, 156 ,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.20,0.85,1.64,33
59405, 9 ,191.8140436, 22 ,42,63,63,63,63,63,63,63,63,63,63,63,63,756.0,0.50,1,0.25,37
82483, 12 ,908.4178293, 77 ,82,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,787.2,-0.20,1,0.38,44
82556, 7 ,429.8088755, 62 ,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.20,0.85,0.62,31
48498, 55 ,1038.707363, 19 ,82,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,1377.6,0.40,0.8,0.25,15
43580, 6 ,270.5839534, 45 ,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.20,0.82,1.1,11
26841, 12 ,149.8000203, 12 ,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.20,0.82,0.42,8
39583, 9 ,14969.42006," 1,603 ",146,365,365,365,365,365,365,365,365,365,365,365,365,4380.0,1.50,1,1.47,181
58892, 13 ,934.4516659, 73 ,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.40,1,2.46,11
33180, 57 ,9781.064583, 171 ,122,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,0.20,0.7,0.63,51
77660, 6 ,429.124667, 67 ,114,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,2188.8,0.60,1,1.11,12
84694, 7 ,1032.890265, 144 ,122,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,2342.4,0.60,0.82,0.61,48
2669, 30 ,3774.376001, 125 ,98,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,1646.4,0.40,1,0.47,66
28200, 28 ,3074.713278, 109 ,114,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,1915.2,0.40,1,0.25,87
29974, 101 ,25609.62023, 253 ,82,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,1574.4,0.60,0.87,1.56,51
97641, 6 ,207.7677396, 36 ,66,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,1267.2,0.60,1,1.12,11
33430, 27 ,1271.415045, 46 ,122,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,585.6,-0.60,1,0.66,12
21706, 74 ,2788.599892, 38 ,122,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,0.20,1,0.66,12
61949, 17 ,1142.644069, 67 ,114,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,1231.2,-0.10,1,1.57,8
57759, 13 ,598.4479526, 47 ,114,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,1231.2,-0.10,0.83,0.39,21
28562, 29 ,3766.718397, 128 ,66,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,316.8,-0.60,0.82,1.32,37
71502, 61 ,7473.50852, 123 ,106,265,265,265,265,265,265,265,265,265,265,265,265,3180.0,1.50,1,1.43,21
56882, 8 ,469.7620579, 56 ,220,330,330,330,330,330,330,330,330,330,330,330,330,3960.0,0.50,0.85,0.25,16
90822, 6 ,447.3740991, 70 ,146,219,219,219,219,219,219,219,219,219,219,219,219,2628.0,0.50,0.82,0.95,11
59339, 9 ,1135.552089, 126 ,50,90,90,90,90,90,90,90,90,90,90,90,90,1080.0,0.80,1,2.05,37
27500, 13 ,1014.71726, 79 ,82,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,787.2,-0.20,1,0.93,21
45813, 17 ,1039.70718, 61 ,90,54,54,54,54,54,54,54,54,54,54,54,54,648.0,-0.40,0.82,1.28,11
19252, 109 ,2332.595634, 21 ,82,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,1771.2,0.80,0.85,1.34,5
74570, 635 ,131154.0634, 207 ,122,305,305,305,305,305,305,305,305,305,305,305,305,3660.0,1.50,1,0.58,76
37919, 25 ,25486.74418," 1,027 ",74,111,111,111,111,111,111,111,111,111,111,111,111,1332.0,0.50,0.82,2.97,120
97165, 25 ,4198.306201, 168 ,122,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,3220.8,1.20,1,0.25,123
53917, 9 ,5656.181115, 649 ,284,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,1022.4,-0.70,1,1.49,37
11945, 22 ,2986.364887, 137 ,170,238,238,238,238,238,238,238,238,238,238,238,238,2856.0,0.40,0.85,0.85,23
29983, 8 ,247.0354694, 32 ,106,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,381.6,-0.70,0.75,0.25,16
19689, 12 ,2731.892275, 219 ,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.20,1,1.23,66
3420, 7 ,1128.769521, 171 ,90,198,198,198,198,198,198,198,198,198,198,198,198,2376.0,1.20,0.85,1.86,30
34397, 10 ,5900.559119, 585 ,138,345,345,345,345,345,345,345,345,345,345,345,345,4140.0,1.50,0.7,2.39,44
94232, 19 ,4742.52745, 245 ,154,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,739.2,-0.60,1,0.89,44
57897, 6 ,911.6771309, 159 ,236,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,3398.4,0.20,1,1.17,11
57761, 28 ,4085.722787, 147 ,130,52,52,52,52,52,52,52,52,52,52,52,52,624.0,-0.60,1,0.68,41
70411, 120 ,14597.49102, 122 ,162,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,1166.4,-0.40,0.82,0.62,30
36898, 696 ,47771.28931, 69 ,138,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,1324.8,-0.20,0.82,0.79,16
88394, 137 ,17545.6714, 128 ,162,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,3499.2,0.80,0.7,0.84,23
11300, 33 ,7954.187946, 239 ,162,405,405,405,405,405,405,405,405,405,405,405,405,4860.0,1.50,0.82,1.63,23
78565, 7 ,4568.90254, 657 ,268,670,670,670,670,670,670,670,670,670,670,670,670,8040.0,1.50,0.85,1.23,46
97447, 8 ,1084.420524, 135 ,66,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,0.40,0.85,1.82,23
74532, 6 ,829.4179713, 136 ,340,204,204,204,204,204,204,204,204,204,204,204,204,2448.0,-0.40,0.85,0.25,19
1304, 31 ,6197.29296, 202 ,122,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,585.6,-0.60,1,0.95,44
50263, 17 ,1491.863247, 86 ,186,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,4910.4,1.20,1,0.43,30
40166, 9 ,6408.875922, 699 ,196,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,1411.2,-0.40,0.85,1.1,76
76254, 14 ,426.8460415, 31 ,178,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,1281.6,-0.40,0.7,0.16,11
11288, 12 ,2742.015151, 225 ,106,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,2798.4,1.20,1,1.41,37
13539, 87 ,9081.311753, 105 ,204,306,306,306,306,306,306,306,306,306,306,306,306,3672.0,0.50,0.71,0.49,23
57529, 31 ,1199.525227, 39 ,196,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,3292.8,0.40,0.73,0.41,12
79439, 8 ,16193.06198," 2,111 ",138,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,3643.2,1.20,1,3.46,111
79164, 336 ,17301.24346, 51 ,82,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,1377.6,0.40,0.85,1.01,16
28529, 8 ,3435.29625, 406 ,138,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,993.6,-0.40,0.82,1.61,44
13235, 13 ,4054.182995, 304 ,244,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,6441.6,1.20,1,0.66,44
62444, 14 ,7567.558167, 539 ,244,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,6441.6,1.20,0.82,0.66,76
12784, 9 ,2694.259255, 307 ,244,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,3513.6,0.20,0.83,0.66,41
71481, 7 ,1143.907862, 175 ,138,207,207,207,207,207,207,207,207,207,207,207,207,2484.0,0.50,0.82,1.59,23
62588, 11 ,6168.302926, 586 ,244,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,6441.6,1.20,0.7,0.66,76
94540, 9 ,5067.053383, 570 ,244,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,-0.40,0.82,0.66,76
77808, 23 ,1514.640713, 65 ,244,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,4099.2,0.40,1,0.66,12
27821, 32 ,5143.796938, 163 ,244,610,610,610,610,610,610,610,610,610,610,610,610,7320.0,1.50,0.7,0.66,23
37014, 11 ,6238.77888, 545 ,244,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,-0.40,0.82,0.65,76
90642, 6 ,3276.998647, 519 ,244,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,5270.4,0.80,0.82,0.65,66
97924, 9 ,3574.63535, 378 ,414,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,1987.2,-0.60,1,0.25,66
53336, 28 ,4980.262858, 179 ,228,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,6019.2,1.20,0.85,0.84,23
96539, 18 ,2381.63461, 132 ,236,354,354,354,354,354,354,354,354,354,354,354,354,4248.0,0.50,0.85,1.26,11
14966, 24 ,7765.52913, 325 ,292,730,730,730,730,730,730,730,730,730,730,730,730,8760.0,1.50,0.7,1.18,23
82506, 13 ,2757.651323, 215 ,146,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,3153.6,0.80,0.82,1,35
40360, 17 ,3260.356887, 187 ,146,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,3153.6,0.80,0.82,1,31
16793, 27 ,30177.36502," 1,100 ",228,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,3283.2,0.20,1,0.93,130
21780, 26 ,38901.05158," 1,494 ",228,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,3830.4,0.40,1,1.35,123
6171, 18 ,1403.659843, 78 ,170,204,204,204,204,204,204,204,204,204,204,204,204,2448.0,0.20,0.85,1.26,11
74487, 10 ,2512.90578, 244 ,276,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,7286.4,1.20,1,0.46,41
22927, 17 ,4120.405256, 240 ,252,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,1.20,0.85,1.01,23
45694, 31 ,36667.24387," 1,198 ",324,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,2332.8,-0.40,0.82,1.06,87
34331, 8 ,6890.61895, 872 ,300,240,240,240,240,240,240,240,240,240,240,240,240,2880.0,-0.20,0.85,2.16,33
54476, 44 ,18744.55449, 427 ,308,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,2217.6,-0.40,0.82,0.55,60
18449, 46 ,21351.31468, 460 ,308,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,3326.4,-0.10,0.7,0.55,60
50958, 39 ,29934.0433, 761 ,332,498,498,498,498,498,498,498,498,498,498,498,498,5976.0,0.50,0.82,1.32,44
86111, 29 ,10704.6859, 366 ,186,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,669.6,-0.70,1,0.85,58
51560, 57 ,19340.11203, 339 ,236,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,3964.8,0.40,0.75,0.49,66
98973, 12 ,2772.583321, 223 ,300,660,660,660,660,660,660,660,660,660,660,660,660,7920.0,1.20,0.83,0.82,21
94223, 39 ,29002.54707, 745 ,244,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,5270.4,0.80,0.85,1.01,76
2224, 11 ,740.2678155, 66 ,66,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,712.8,-0.10,0.85,1.27,16
62009, 11 ,4387.829497, 412 ,332,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,5577.6,0.40,0.85,0.62,44
17597, 5 ,2337.167309, 451 ,220,484,484,484,484,484,484,484,484,484,484,484,484,5808.0,1.20,1,0.72,58
63321, 30 ,19419.41954, 649 ,510,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,15300.0,1.50,1,0.72,44
