sku ,standard_price,on_hand_stock_value,inventory_units_on_hand,average_monthly_usage,october_demand,november_demand,december_demand,january_demand,february_demand,march_demand,april_demand,may_demand,june_demand,july_demand,august_demand,september_demand,annual_demand,average_monthly_usage_trend,supplier_on_time_delivery,demand_variability_cov,lead_time_days
87180.96882,29,1213.417317,42,26,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,499.2,0.6,0.82,1.14,30
29408.85344,29,442.4069417,15,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.8,1,0.25,21
16643.79319,6,76.66421618,13,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.8,0.83,0.25,21
41517.17867,44,1314.935754,30,10,15,15,15,15,15,15,15,15,15,15,15,15,180,0.5,1,2.83,23
1082.228679,171,4776.180707,28,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.8,0.82,0.91,23
12328.15963,10,1289.434302,128,26,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,436.8,0.4,1,3.46,44
72626.31806,58,1562.063525,27,10,25,25,25,25,25,25,25,25,25,25,25,25,300,1.5,1,1.95,44
16289.3966,6,281.9784865,44,34,51,51,51,51,51,51,51,51,51,51,51,51,612,0.5,0.85,1.45,21
25964.72027,7,116.8829365,16,10,22,22,22,22,22,22,22,22,22,22,22,22,264,1.2,0.82,1.85,21
14077.96811,106,1209.185587,11,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.4,0.7,1.23,11
56373.14592,42,1383.182358,33,34,85,85,85,85,85,85,85,85,85,85,85,85,1020,1.5,0.82,0.46,41
95073.07057,41,1106.518415,27,42,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,151.2,-0.7,0.85,0.64,30
6038.437072,56,10733.37818,192,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.2,1,1.52,44
58786.99747,29,1164.943184,40,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.2,1,0.82,30
64638.53689,26,1092.069116,41,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,0.75,0.82,30
69829.51455,22,1106.899285,49,34,51,51,51,51,51,51,51,51,51,51,51,51,612,0.5,1,0.82,37
65187.64152,25,1019.388528,42,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.2,0.75,0.82,30
40051.27024,29,1164.943184,40,34,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,326.4,-0.2,1,0.82,30
85361.35278,22,874.9027604,40,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.1,1,0.82,30
37091.96654,9,102.0237242,11,10,22,22,22,22,22,22,22,22,22,22,22,22,264,1.2,1,1.16,23
48685.61793,52,6846.321654,132,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.4,1,1.33,44
6647.529747,22,1219.217181,56,50,20,20,20,20,20,20,20,20,20,20,20,20,240,-0.6,1,1.02,23
95126.42502,641,17309.02407,27,50,75,75,75,75,75,75,75,75,75,75,75,75,900,0.5,0.82,0.86,16
3316.979588,184,3226.950968,18,26,65,65,65,65,65,65,65,65,65,65,65,65,780,1.5,0.82,0.74,23
17330.33273,6,63.44377136,11,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.8,0.85,0.25,23
73163.29742,8,311.3073766,37,34,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,652.8,0.6,0.82,0.25,66
30529.13663,81,2423.19514,30,106,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,381.6,-0.7,0.82,0.25,23
75565.46093,374,25362.13705,68,50,30,30,30,30,30,30,30,30,30,30,30,30,360,-0.4,1,1.36,26
26376.72145,31,1793.439847,57,74,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,799.2,-0.1,1,0.25,87
81114.43459,123,1083.726055,9,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.8,0.7,0.46,12
9225.661922,6,483.9926301,84,58,87,87,87,87,87,87,87,87,87,87,87,87,1044,0.5,0.82,1.6,21
26561.54961,31,3029.870339,99,26,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,280.8,-0.1,1,1.47,66
32623.09674,190,8835.134017,47,58,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,1252.8,0.8,1,0.47,44
68540.27611,10,166.7220443,17,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.4,1,0.25,19
28155.9807,219,18227.80037,83,42,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,453.6,-0.1,0.92,1.17,44
49101.2945,13,349.2657737,27,66,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,950.4,0.2,0.82,0.39,21
65992.87814,19,931.3442411,48,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.4,1,1.42,11
48763.90015,15,314.6403475,21,34,51,51,51,51,51,51,51,51,51,51,51,51,612,0.5,0.85,0.93,16
85710.85199,6,558.3451668,86,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.2,1,1.16,23
39928.92215,7,469.5388178,66,130,104,104,104,104,104,104,104,104,104,104,104,104,1248,-0.2,0.85,0.25,30
48946.68639,76,1321.575351,17,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.4,1,0.71,8
89693.70052,197,7340.591379,37,58,87,87,87,87,87,87,87,87,87,87,87,87,1044,0.5,0.7,0.66,23
38529.69786,53,5976.449664,113,66,99,99,99,99,99,99,99,99,99,99,99,99,1188,0.5,1,1,44
16511.1707,28,2788.103354,100,74,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,532.8,-0.4,1,0.25,123
30237.84445,28,2345.248681,84,50,80,80,80,80,80,80,80,80,80,80,80,80,960,0.6,0.82,1.28,33
95354.15986,7,209.0375033,29,50,110,110,110,110,110,110,110,110,110,110,110,110,1320,1.2,1,1.12,12
10194.79322,35,1181.509605,34,90,162,162,162,162,162,162,162,162,162,162,162,162,1944,0.8,0.8,0.5,21
12342.41834,20,2458.456393,121,82,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,1180.8,0.2,0.85,0.81,44
40524.06718,6,520.6434297,89,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.2,0.85,3.46,11
73436.20737,35,2507.602491,72,74,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,799.2,-0.1,0.85,1.06,23
57978.83457,18,2346.5642,134,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.2,1,1.37,37
86446.44412,20,1347.870013,67,82,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,885.6,-0.1,0.75,1.04,16
35399.65831,16,772.0518295,48,90,54,54,54,54,54,54,54,54,54,54,54,54,648,-0.4,0.82,0.65,16
68922.10638,633,172682.4827,273,82,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,590.4,-0.4,1,1.14,76
51201.69218,24,1235.467313,52,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.2,0.85,0.82,23
68884.34592,7,1054.116575,156,58,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,556.8,-0.2,0.85,1.64,33
59404.98731,9,191.8140436,22,42,63,63,63,63,63,63,63,63,63,63,63,63,756,0.5,1,0.25,37
82482.98319,12,908.4178293,77,82,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,787.2,-0.2,1,0.38,44
82555.758,7,429.8088755,62,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.2,0.85,0.62,31
48497.52952,55,1038.707363,19,82,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,1377.6,0.4,0.8,0.25,15
43580.49714,6,270.5839534,45,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.2,0.82,1.1,11
26840.76943,12,149.8000203,12,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.2,0.82,0.42,8
39582.74355,9,14969.42006,1603,146,365,365,365,365,365,365,365,365,365,365,365,365,4380,1.5,1,1.47,181
58892.4027,13,934.4516659,73,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.4,1,2.46,11
33180.04635,57,9781.064583,171,122,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,0.2,0.7,0.63,51
77659.50168,6,429.124667,67,114,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,2188.8,0.6,1,1.11,12
84694.08252,7,1032.890265,144,122,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,2342.4,0.6,0.82,0.61,48
2669.177997,30,3774.376001,125,98,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,137.2,1646.4,0.4,1,0.47,66
28199.61617,28,3074.713278,109,114,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,1915.2,0.4,1,0.25,87
29973.66394,101,25609.62023,253,82,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,1574.4,0.6,0.87,1.56,51
97640.65862,6,207.7677396,36,66,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,1267.2,0.6,1,1.12,11
33429.50256,27,1271.415045,46,122,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,585.6,-0.6,1,0.66,12
21705.9442,74,2788.599892,38,122,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,0.2,1,0.66,12
61949.22183,17,1142.644069,67,114,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,1231.2,-0.1,1,1.57,8
57758.83566,13,598.4479526,47,114,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,1231.2,-0.1,0.83,0.39,21
28562.10694,29,3766.718397,128,66,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,316.8,-0.6,0.82,1.32,37
71502.14742,61,7473.50852,123,106,265,265,265,265,265,265,265,265,265,265,265,265,3180,1.5,1,1.43,21
56881.87625,8,469.7620579,56,220,330,330,330,330,330,330,330,330,330,330,330,330,3960,0.5,0.85,0.25,16
90821.50073,6,447.3740991,70,146,219,219,219,219,219,219,219,219,219,219,219,219,2628,0.5,0.82,0.95,11
59338.99383,9,1135.552089,126,50,90,90,90,90,90,90,90,90,90,90,90,90,1080,0.8,1,2.05,37
27500.37361,13,1014.71726,79,82,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,787.2,-0.2,1,0.93,21
45812.71534,17,1039.70718,61,90,54,54,54,54,54,54,54,54,54,54,54,54,648,-0.4,0.82,1.28,11
19252.2782,109,2332.595634,21,82,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,1771.2,0.8,0.85,1.34,5
74569.65391,635,131154.0634,207,122,305,305,305,305,305,305,305,305,305,305,305,305,3660,1.5,1,0.58,76
37919.04046,25,25486.74418,1027,74,111,111,111,111,111,111,111,111,111,111,111,111,1332,0.5,0.82,2.97,120
97164.69178,25,4198.306201,168,122,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,3220.8,1.2,1,0.25,123
53917.25094,9,5656.181115,649,284,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,1022.4,-0.7,1,1.49,37
11944.61174,22,2986.364887,137,170,238,238,238,238,238,238,238,238,238,238,238,238,2856,0.4,0.85,0.85,23
29982.57199,8,247.0354694,32,106,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,381.6,-0.7,0.75,0.25,16
19688.64901,12,2731.892275,219,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.2,1,1.23,66
3420.153399,7,1128.769521,171,90,198,198,198,198,198,198,198,198,198,198,198,198,2376,1.2,0.85,1.86,30
34397.37524,10,5900.559119,585,138,345,345,345,345,345,345,345,345,345,345,345,345,4140,1.5,0.7,2.39,44
94232.44256,19,4742.52745,245,154,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,739.2,-0.6,1,0.89,44
57896.9913,6,911.6771309,159,236,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,3398.4,0.2,1,1.17,11
57760.55902,28,4085.722787,147,130,52,52,52,52,52,52,52,52,52,52,52,52,624,-0.6,1,0.68,41
70410.77463,120,14597.49102,122,162,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,1166.4,-0.4,0.82,0.62,30
36898.13304,696,47771.28931,69,138,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,1324.8,-0.2,0.82,0.79,16
88394.37669,137,17545.6714,128,162,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,3499.2,0.8,0.7,0.84,23
11299.55072,33,7954.187946,239,162,405,405,405,405,405,405,405,405,405,405,405,405,4860,1.5,0.82,1.63,23
78565.34973,7,4568.90254,657,268,670,670,670,670,670,670,670,670,670,670,670,670,8040,1.5,0.85,1.23,46
97447.0433,8,1084.420524,135,66,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,0.4,0.85,1.82,23
74532.16,6,829.4179713,136,340,204,204,204,204,204,204,204,204,204,204,204,204,2448,-0.4,0.85,0.25,19
1304.362017,31,6197.29296,202,122,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,585.6,-0.6,1,0.95,44
50262.8849,17,1491.863247,86,186,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,4910.4,1.2,1,0.43,30
40165.75809,9,6408.875922,699,196,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,1411.2,-0.4,0.85,1.1,76
76253.80621,14,426.8460415,31,178,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,1281.6,-0.4,0.7,0.16,11
11288.29837,12,2742.015151,225,106,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,233.2,2798.4,1.2,1,1.41,37
13539.16641,87,9081.311753,105,204,306,306,306,306,306,306,306,306,306,306,306,306,3672,0.5,0.71,0.49,23
57529.21552,31,1199.525227,39,196,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,3292.8,0.4,0.73,0.41,12
79438.78059,8,16193.06198,2111,138,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,3643.2,1.2,1,3.46,111
79164.04235,336,17301.24346,51,82,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8,1377.6,0.4,0.85,1.01,16
28528.7191,8,3435.29625,406,138,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,82.8,993.6,-0.4,0.82,1.61,44
13235.04131,13,4054.182995,304,244,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,6441.6,1.2,1,0.66,44
62443.94466,14,7567.558167,539,244,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,6441.6,1.2,0.82,0.66,76
12783.54968,9,2694.259255,307,244,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,292.8,3513.6,0.2,0.83,0.66,41
71481.31066,7,1143.907862,175,138,207,207,207,207,207,207,207,207,207,207,207,207,2484,0.5,0.82,1.59,23
62587.99301,11,6168.302926,586,244,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,536.8,6441.6,1.2,0.7,0.66,76
94539.85507,9,5067.053383,570,244,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,-0.4,0.82,0.66,76
77808.02707,23,1514.640713,65,244,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,341.6,4099.2,0.4,1,0.66,12
27821.00845,32,5143.796938,163,244,610,610,610,610,610,610,610,610,610,610,610,610,7320,1.5,0.7,0.66,23
37014.40791,11,6238.77888,545,244,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,-0.4,0.82,0.65,76
90641.8808,6,3276.998647,519,244,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,5270.4,0.8,0.82,0.65,66
97924.44464,9,3574.63535,378,414,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,1987.2,-0.6,1,0.25,66
53336.45984,28,4980.262858,179,228,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,6019.2,1.2,0.85,0.84,23
96538.87718,18,2381.63461,132,236,354,354,354,354,354,354,354,354,354,354,354,354,4248,0.5,0.85,1.26,11
14965.64597,24,7765.52913,325,292,730,730,730,730,730,730,730,730,730,730,730,730,8760,1.5,0.7,1.18,23
82506.3155,13,2757.651323,215,146,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,3153.6,0.8,0.82,1,35
40359.66273,17,3260.356887,187,146,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,3153.6,0.8,0.82,1,31
16792.61395,27,30177.36502,1100,228,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,273.6,3283.2,0.2,1,0.93,130
21779.73596,26,38901.05158,1494,228,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,3830.4,0.4,1,1.35,123
6170.814283,18,1403.659843,78,170,204,204,204,204,204,204,204,204,204,204,204,204,2448,0.2,0.85,1.26,11
74486.50399,10,2512.90578,244,276,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,607.2,7286.4,1.2,1,0.46,41
22927.3999,17,4120.405256,240,252,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,1.2,0.85,1.01,23
45694.2321,31,36667.24387,1198,324,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,194.4,2332.8,-0.4,0.82,1.06,87
34331.40254,8,6890.61895,872,300,240,240,240,240,240,240,240,240,240,240,240,240,2880,-0.2,0.85,2.16,33
54476.39539,44,18744.55449,427,308,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,2217.6,-0.4,0.82,0.55,60
18449.16851,46,21351.31468,460,308,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,277.2,3326.4,-0.1,0.7,0.55,60
50957.97218,39,29934.0433,761,332,498,498,498,498,498,498,498,498,498,498,498,498,5976,0.5,0.82,1.32,44
86111.20422,29,10704.6859,366,186,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,669.6,-0.7,1,0.85,58
51560.04023,57,19340.11203,339,236,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,3964.8,0.4,0.75,0.49,66
98972.77991,12,2772.583321,223,300,660,660,660,660,660,660,660,660,660,660,660,660,7920,1.2,0.83,0.82,21
94223.26804,39,29002.54707,745,244,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,439.2,5270.4,0.8,0.85,1.01,76
2224.124802,11,740.2678155,66,66,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,712.8,-0.1,0.85,1.27,16
62008.62797,11,4387.829497,412,332,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,5577.6,0.4,0.85,0.62,44
17596.66454,5,2337.167309,451,220,484,484,484,484,484,484,484,484,484,484,484,484,5808,1.2,1,0.72,58
63320.62117,30,19419.41954,649,510,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,15300,1.5,1,0.72,44
58184.20734,8,8106.253075,998,332,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,2390.4,-0.4,1,1.99,37
19925.59227,13,1288.893356,100,276,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,165.6,1987.2,-0.4,1,0.3,21
93847.02035,35,17852.65184,516,170,204,204,204,204,204,204,204,204,204,204,204,204,2448,0.2,0.7,1.13,66
34704.75954,7,1362.786429,200,364,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,5241.6,0.2,0.82,0.37,31
93769.78771,28,14643.50881,528,566,849,849,849,849,849,849,849,849,849,849,849,849,10188,0.5,0.85,1.01,23
34340.89343,7,4191.402943,589,268,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,3859.2,0.2,0.82,0.58,76
46846.80048,24,32912.74282,1346,252,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,1.2,1,1.09,123
51679.80795,13,240.8974427,18,204,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,122.4,1468.8,-0.4,0.7,0.25,5
90924.36709,10,1284.884132,131,324,810,810,810,810,810,810,810,810,810,810,810,810,9720,1.5,0.88,0.69,16
74724.52867,11,8632.690109,769,276,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,1324.8,-0.6,0.85,0.79,81
4154.608702,6,802.2084294,137,284,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,2044.8,-0.4,1,0.79,11
1901.801636,19,12817.26769,665,478,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,1720.8,-0.7,0.82,1.33,26
62208.77298,30,34210.95989,1135,284,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,2044.8,-0.4,0.82,1.15,87
92572.36416,9,1345.327149,158,252,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,4233.6,0.4,1,0.25,37
9076.599167,7,9668.304674,1431,414,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,579.6,6955.2,0.4,0.85,1.02,76
55712.61767,9,10857.63027,1152,364,800.8,800.8,800.8,800.8,800.8,800.8,800.8,800.8,800.8,800.8,800.8,800.8,9609.6,1.2,1,1.14,66
83827.89094,13,2993.953914,233,390,312,312,312,312,312,312,312,312,312,312,312,312,3744,-0.2,1,0.66,21
91961.60577,7,1180.433422,180,146,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,3153.6,0.8,0.7,0.98,23
35452.87953,16,7918.64781,502,260,156,156,156,156,156,156,156,156,156,156,156,156,1872,-0.4,0.85,0.68,66
30303.93974,15,2542.734185,174,260,312,312,312,312,312,312,312,312,312,312,312,312,3744,0.2,0.9,0.68,23
64737.50782,9,1079.218482,126,292,438,438,438,438,438,438,438,438,438,438,438,438,5256,0.5,1,0.25,37
48177.98048,15,3258.305541,223,324,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,388.8,4665.6,0.2,0.8,0.68,23
2853.429693,9,5668.897141,660,186,279,279,279,279,279,279,279,279,279,279,279,279,3348,0.5,1,1.28,66
43200.38411,63,21325.90927,339,470,141,141,141,141,141,141,141,141,141,141,141,141,1692,-0.7,0.77,0.34,44
50355.96012,16,4347.030527,271,324,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,129.6,1555.2,-0.6,0.85,0.87,23
84159.11686,27,24451.50388,898,494,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,3556.8,-0.4,1,1.04,44
47193.59978,12,3713.857304,318,316,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,2275.2,-0.4,0.85,0.77,30
39092.32166,13,1512.649029,118,356,534,534,534,534,534,534,534,534,534,534,534,534,6408,0.5,1,0.42,21
67794.64548,26,77743.50099,2986,364,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,6115.2,0.4,0.71,1.58,130
50337.76968,12,113.1409392,10,332,730.4,730.4,730.4,730.4,730.4,730.4,730.4,730.4,730.4,730.4,730.4,730.4,8764.8,1.2,0.85,0.25,2
91641.45053,42,87992.86071,2106,356,640.8,640.8,640.8,640.8,640.8,640.8,640.8,640.8,640.8,640.8,640.8,640.8,7689.6,0.8,1,1.07,141
7833.644401,7,2687.233451,392,550,990,990,990,990,990,990,990,990,990,990,990,990,11880,0.8,0.7,0.33,31
47304.986,12,9136.409232,769,390,234,234,234,234,234,234,234,234,234,234,234,234,2808,-0.4,0.82,1.29,37
48946.51898,30,12698.83074,426,534,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,5126.4,-0.2,1,0.28,66
27439.58354,15,41059.47683,2669,446,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,3211.2,-0.4,0.85,1.72,87
9994.266704,23,7311.366794,314,308,462,462,462,462,462,462,462,462,462,462,462,462,5544,0.5,0.77,0.95,26
